,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
lam_rotated_[279],-0.016,0.994,-1.596,1.698,0.01,0.011,10379.0,6430.0,1.0
lam_rotated_[280],-0.125,0.984,-1.743,1.489,0.01,0.012,10130.0,6321.0,1.0
lam_rotated_[281],-0.102,0.999,-1.758,1.492,0.01,0.011,9902.0,6128.0,1.0
lam_rotated_[282],-0.103,1.003,-1.778,1.52,0.01,0.012,10505.0,5387.0,1.0
lam_rotated_[283],-0.103,1.003,-1.724,1.566,0.01,0.012,10630.0,5642.0,1.0
lam_rotated_[284],-0.099,0.974,-1.611,1.613,0.009,0.011,11320.0,6199.0,1.0
lam_rotated_[285],-0.102,1.019,-1.771,1.552,0.01,0.012,10583.0,5694.0,1.0
lam_rotated_[286],-0.107,0.975,-1.673,1.521,0.009,0.011,10558.0,6271.0,1.0
lam_rotated_[287],-0.072,1.009,-1.651,1.691,0.01,0.012,10578.0,6260.0,1.0
lam_rotated_[288],-0.017,1.018,-1.679,1.652,0.01,0.012,10563.0,5307.0,1.0
lam_rotated_[289],0.087,0.996,-1.551,1.738,0.01,0.011,9506.0,5918.0,1.0
lam_rotated_[290],0.172,0.966,-1.432,1.728,0.01,0.01,10040.0,6436.0,1.0
lam_rotated_[291],0.174,0.99,-1.415,1.832,0.009,0.012,10953.0,5533.0,1.0
lam_rotated_[292],0.02,0.999,-1.608,1.667,0.01,0.012,10360.0,5883.0,1.0
lam_rotated_[293],-0.075,0.982,-1.623,1.61,0.01,0.011,10453.0,6024.0,1.0
lam_rotated_[294],-0.086,1.005,-1.783,1.526,0.01,0.011,10668.0,6603.0,1.0
lam_rotated_[295],-0.082,0.996,-1.764,1.493,0.01,0.011,10088.0,6105.0,1.0
lam_rotated_[296],-0.105,0.997,-1.698,1.571,0.01,0.012,10678.0,5745.0,1.0
lam_rotated_[297],-0.094,0.999,-1.849,1.456,0.01,0.012,9768.0,5766.0,1.0
lam_rotated_[298],-0.073,1.002,-1.747,1.547,0.01,0.012,10586.0,5760.0,1.0
lam_rotated_[299],-0.056,0.991,-1.624,1.625,0.01,0.012,9807.0,5790.0,1.0
lam_rotated_[300],0.01,0.987,-1.562,1.673,0.01,0.012,10179.0,5128.0,1.0
lam_rotated_[301],0.029,0.988,-1.562,1.707,0.01,0.011,10488.0,6343.0,1.0
lam_rotated_[302],-0.054,0.979,-1.574,1.63,0.01,0.011,10039.0,5793.0,1.0
lam_rotated_[303],-0.101,0.998,-1.708,1.59,0.01,0.011,9626.0,5894.0,1.0
lam_rotated_[304],-0.09,1.015,-1.694,1.582,0.01,0.011,9801.0,6176.0,1.0
lam_rotated_[305],-0.111,1.003,-1.735,1.537,0.01,0.012,9530.0,6053.0,1.0
lam_rotated_[306],-0.103,0.994,-1.628,1.644,0.01,0.011,10482.0,6248.0,1.0
lam_rotated_[307],-0.096,0.988,-1.747,1.494,0.01,0.012,10715.0,6131.0,1.0
lam_rotated_[308],-0.097,0.986,-1.772,1.483,0.01,0.011,9285.0,6096.0,1.0
lam_rotated_[309],-0.096,1.002,-1.714,1.561,0.01,0.012,9943.0,5845.0,1.0
lam_rotated_[310],-0.1,1.003,-1.721,1.578,0.01,0.012,10494.0,5772.0,1.0
lam_rotated_[311],-0.098,1.002,-1.769,1.53,0.009,0.012,12466.0,5784.0,1.0
lam_rotated_[312],-0.115,0.976,-1.733,1.461,0.01,0.011,10215.0,6205.0,1.0
lam_rotated_[313],-0.094,1.0,-1.782,1.494,0.01,0.012,10635.0,5823.0,1.0
lam_rotated_[314],-0.105,0.995,-1.733,1.521,0.011,0.011,8948.0,6018.0,1.0
lam_rotated_[315],-0.11,1.003,-1.747,1.53,0.01,0.012,9671.0,5667.0,1.0
lam_rotated_[316],-0.106,0.984,-1.755,1.499,0.01,0.011,9761.0,5804.0,1.0
lam_rotated_[317],-0.097,1.009,-1.746,1.587,0.009,0.012,11292.0,6079.0,1.0
lam_rotated_[318],-0.045,1.019,-1.706,1.616,0.01,0.012,9812.0,5557.0,1.0
lam_rotated_[319],-0.016,0.999,-1.658,1.643,0.01,0.012,10239.0,6059.0,1.0
lam_rotated_[320],-0.115,0.99,-1.814,1.462,0.009,0.011,11442.0,6075.0,1.0
lam_rotated_[321],-0.103,0.993,-1.761,1.506,0.01,0.012,10202.0,5968.0,1.0
lam_rotated_[322],-0.091,1.011,-1.826,1.5,0.009,0.012,11333.0,6122.0,1.0
lam_rotated_[323],-0.118,0.998,-1.752,1.529,0.01,0.012,10012.0,5766.0,1.0
lam_rotated_[324],-0.068,1.001,-1.731,1.528,0.01,0.012,10033.0,5126.0,1.0
lam_rotated_[325],-0.089,0.994,-1.736,1.518,0.01,0.011,10669.0,5818.0,1.0
lam_rotated_[326],-0.104,0.993,-1.741,1.506,0.01,0.011,9648.0,5522.0,1.0
lam_rotated_[327],-0.068,1.012,-1.773,1.542,0.01,0.013,10003.0,5108.0,1.0
lam_rotated_[328],0.004,1.007,-1.739,1.587,0.01,0.012,10609.0,5942.0,1.0
lam_rotated_[329],0.122,0.977,-1.492,1.716,0.009,0.011,10923.0,6122.0,1.0
lam_rotated_[330],0.259,0.98,-1.396,1.825,0.01,0.011,8783.0,6063.0,1.0
lam_rotated_[331],0.36,0.977,-1.262,1.923,0.009,0.01,10840.0,6019.0,1.0
lam_rotated_[332],0.139,1.0,-1.454,1.813,0.01,0.012,10731.0,5811.0,1.0
lam_rotated_[333],-0.071,0.996,-1.774,1.521,0.01,0.012,10490.0,5545.0,1.0
lam_rotated_[334],-0.088,0.994,-1.75,1.523,0.01,0.011,10171.0,5688.0,1.0
lam_rotated_[335],-0.103,1.004,-1.774,1.526,0.01,0.011,9907.0,6050.0,1.0
lam_rotated_[336],-0.09,1.002,-1.722,1.553,0.01,0.011,10538.0,6330.0,1.0
lam_rotated_[337],-0.099,0.991,-1.708,1.559,0.009,0.012,11236.0,5524.0,1.0
lam_rotated_[338],-0.112,0.992,-1.753,1.488,0.01,0.011,10372.0,6398.0,1.0
lam_rotated_[339],-0.066,0.98,-1.78,1.457,0.009,0.011,10949.0,5953.0,1.0
lam_rotated_[340],-0.059,0.985,-1.625,1.609,0.01,0.011,9974.0,6006.0,1.0
lam_rotated_[341],-0.018,1.003,-1.641,1.665,0.01,0.012,9582.0,5766.0,1.0
lam_rotated_[342],-0.059,1.0,-1.725,1.539,0.009,0.012,11131.0,5791.0,1.0
lam_rotated_[343],-0.107,0.998,-1.71,1.596,0.009,0.012,11839.0,6074.0,1.0
lam_rotated_[344],-0.097,1.012,-1.682,1.6,0.01,0.012,11311.0,6165.0,1.0
lam_rotated_[345],-0.103,0.993,-1.766,1.477,0.01,0.012,10880.0,5868.0,1.0
lam_rotated_[346],-0.105,1.021,-1.883,1.492,0.01,0.012,10990.0,5699.0,1.0
lam_rotated_[347],-0.092,0.992,-1.765,1.505,0.01,0.012,10573.0,6086.0,1.0
lam_rotated_[348],-0.095,0.999,-1.679,1.613,0.01,0.012,10399.0,5723.0,1.0
lam_rotated_[349],-0.099,1.023,-1.81,1.553,0.01,0.012,11188.0,5940.0,1.0
lam_rotated_[350],-0.106,0.994,-1.792,1.482,0.01,0.012,10134.0,5873.0,1.0
lam_rotated_[351],-0.101,1.01,-1.805,1.507,0.01,0.012,11025.0,5641.0,1.0
lam_rotated_[352],-0.103,0.983,-1.737,1.481,0.01,0.011,10207.0,5891.0,1.0
lam_rotated_[353],-0.117,0.982,-1.668,1.568,0.009,0.011,11041.0,5409.0,1.0
lam_rotated_[354],-0.11,0.992,-1.715,1.583,0.009,0.012,12045.0,5906.0,1.0
lam_rotated_[355],-0.104,0.991,-1.811,1.466,0.01,0.012,10296.0,6074.0,1.0
lam_rotated_[356],-0.101,0.994,-1.649,1.58,0.009,0.011,11697.0,6355.0,1.0
lam_rotated_[357],-0.086,1.01,-1.795,1.508,0.01,0.012,11177.0,5714.0,1.0
lam_rotated_[358],-0.061,1.015,-1.75,1.584,0.01,0.012,10362.0,6224.0,1.0
lam_rotated_[359],-0.021,1.009,-1.666,1.65,0.01,0.012,10725.0,6129.0,1.0
lam_rotated_[360],-0.136,0.991,-1.704,1.517,0.01,0.012,10549.0,5677.0,1.0
lam_rotated_[361],-0.108,0.993,-1.806,1.445,0.01,0.012,10353.0,5706.0,1.0
lam_rotated_[362],-0.103,1.018,-1.812,1.519,0.009,0.012,12359.0,6151.0,1.0
lam_rotated_[363],-0.104,0.99,-1.667,1.576,0.009,0.011,11612.0,6598.0,1.0
lam_rotated_[364],-0.096,1.0,-1.816,1.438,0.01,0.012,10558.0,5345.0,1.0
lam_rotated_[365],-0.104,0.992,-1.757,1.523,0.01,0.012,10177.0,5110.0,1.0
lam_rotated_[366],-0.085,1.008,-1.728,1.561,0.01,0.012,10963.0,6277.0,1.0
lam_rotated_[367],-0.072,0.979,-1.743,1.493,0.009,0.012,10665.0,5629.0,1.0
lam_rotated_[368],-0.014,0.982,-1.619,1.589,0.01,0.011,10294.0,6163.0,1.0
lam_rotated_[369],0.12,0.982,-1.49,1.731,0.01,0.011,9999.0,5940.0,1.0
lam_rotated_[370],0.314,0.977,-1.35,1.866,0.01,0.01,9992.0,5837.0,1.0
lam_rotated_[371],0.412,0.925,-1.107,1.921,0.009,0.009,10607.0,6179.0,1.0
lam_rotated_[372],0.216,0.985,-1.295,1.952,0.01,0.011,9386.0,5953.0,1.0
lam_rotated_[373],-0.061,0.994,-1.735,1.538,0.01,0.011,10572.0,6151.0,1.0
lam_rotated_[374],-0.084,1.02,-1.679,1.67,0.01,0.012,10490.0,6379.0,1.0
lam_rotated_[375],-0.107,0.987,-1.781,1.45,0.009,0.011,11257.0,6375.0,1.0
lam_rotated_[376],-0.103,0.974,-1.681,1.542,0.009,0.011,10775.0,5781.0,1.0
lam_rotated_[377],-0.091,1.007,-1.751,1.567,0.009,0.012,11448.0,6177.0,1.0
lam_rotated_[378],-0.095,1.011,-1.672,1.656,0.01,0.012,10803.0,6284.0,1.0
lam_rotated_[379],-0.103,1.027,-1.737,1.666,0.01,0.012,11404.0,6206.0,1.0
lam_rotated_[380],-0.1,1.007,-1.785,1.501,0.01,0.012,10593.0,6247.0,1.0
lam_rotated_[381],-0.088,1.003,-1.809,1.478,0.01,0.011,10318.0,6139.0,1.0
lam_rotated_[382],-0.109,1.016,-1.655,1.673,0.01,0.011,9674.0,6330.0,1.0
lam_rotated_[383],-0.095,1.013,-1.82,1.478,0.01,0.012,10514.0,5942.0,1.0
lam_rotated_[384],-0.107,0.978,-1.776,1.455,0.009,0.011,11210.0,6027.0,1.0
lam_rotated_[385],-0.107,1.009,-1.722,1.592,0.011,0.012,9226.0,5250.0,1.0
lam_rotated_[386],-0.087,0.986,-1.681,1.544,0.01,0.011,10080.0,6318.0,1.0
lam_rotated_[387],-0.094,0.996,-1.744,1.488,0.01,0.011,10308.0,5961.0,1.0
lam_rotated_[388],-0.079,0.987,-1.661,1.565,0.009,0.012,11679.0,6157.0,1.0
lam_rotated_[389],-0.097,1.012,-1.711,1.614,0.01,0.012,10676.0,5729.0,1.0
lam_rotated_[390],-0.103,0.984,-1.712,1.495,0.009,0.011,11802.0,6168.0,1.0
lam_rotated_[391],-0.108,0.986,-1.762,1.484,0.01,0.012,9494.0,5970.0,1.0
lam_rotated_[392],-0.099,0.989,-1.699,1.542,0.01,0.012,10067.0,5818.0,1.0
lam_rotated_[393],-0.098,1.004,-1.792,1.501,0.01,0.011,10872.0,6398.0,1.0
lam_rotated_[394],-0.098,1.004,-1.762,1.541,0.01,0.011,10336.0,6061.0,1.0
lam_rotated_[395],-0.09,0.994,-1.798,1.47,0.01,0.012,10945.0,5574.0,1.0
lam_rotated_[396],-0.095,0.993,-1.82,1.455,0.01,0.012,10786.0,6139.0,1.0
lam_rotated_[397],-0.08,1.024,-1.759,1.6,0.01,0.012,10710.0,5891.0,1.0
lam_rotated_[398],-0.085,1.014,-1.792,1.542,0.01,0.011,10503.0,6314.0,1.0
lam_rotated_[399],-0.036,0.997,-1.675,1.59,0.01,0.011,10670.0,6034.0,1.0
lam_rotated_[400],-0.129,0.997,-1.81,1.469,0.009,0.012,11407.0,5948.0,1.0
lam_rotated_[401],-0.109,1.003,-1.791,1.473,0.009,0.012,11229.0,5944.0,1.0
lam_rotated_[402],-0.104,1.006,-1.846,1.481,0.01,0.012,10107.0,5593.0,1.0
lam_rotated_[403],-0.095,1.008,-1.759,1.536,0.01,0.012,10915.0,5510.0,1.0
lam_rotated_[404],-0.101,1.011,-1.839,1.485,0.01,0.013,10666.0,5597.0,1.0
lam_rotated_[405],-0.089,1.001,-1.798,1.469,0.01,0.012,10340.0,5321.0,1.0
lam_rotated_[406],-0.106,0.984,-1.701,1.518,0.01,0.012,9611.0,5760.0,1.0
lam_rotated_[407],-0.083,0.98,-1.655,1.546,0.01,0.011,9525.0,5939.0,1.0
lam_rotated_[408],-0.047,0.977,-1.711,1.486,0.01,0.011,10372.0,5711.0,1.0
lam_rotated_[409],0.024,1.012,-1.529,1.748,0.009,0.013,12127.0,5852.0,1.0
lam_rotated_[410],0.126,0.998,-1.538,1.747,0.01,0.012,10537.0,5924.0,1.0
lam_rotated_[411],0.239,0.969,-1.374,1.786,0.01,0.011,9218.0,5937.0,1.0
lam_rotated_[412],0.143,0.988,-1.525,1.702,0.009,0.011,10825.0,6551.0,1.0
lam_rotated_[413],0.015,0.992,-1.633,1.635,0.01,0.012,10188.0,5913.0,1.0
lam_rotated_[414],-0.039,0.991,-1.6,1.651,0.009,0.011,11247.0,6102.0,1.0
lam_rotated_[415],-0.085,0.992,-1.746,1.553,0.01,0.012,10323.0,6012.0,1.0
lam_rotated_[416],-0.106,0.99,-1.677,1.567,0.009,0.011,10886.0,6577.0,1.0
lam_rotated_[417],-0.092,0.995,-1.73,1.495,0.01,0.012,9630.0,5593.0,1.0
lam_rotated_[418],-0.088,1.001,-1.695,1.61,0.01,0.012,10284.0,5462.0,1.0
lam_rotated_[419],-0.105,1.003,-1.747,1.546,0.009,0.011,11352.0,6230.0,1.0
lam_rotated_[420],-0.081,1.003,-1.67,1.589,0.01,0.012,11091.0,5827.0,1.0
lam_rotated_[421],-0.1,0.978,-1.771,1.445,0.01,0.012,10137.0,5771.0,1.0
lam_rotated_[422],-0.099,1.001,-1.744,1.535,0.01,0.012,10566.0,5809.0,1.0
lam_rotated_[423],-0.079,0.984,-1.802,1.46,0.01,0.011,10126.0,5900.0,1.0
lam_rotated_[424],-0.093,1.005,-1.812,1.521,0.01,0.012,10635.0,6047.0,1.0
lam_rotated_[425],-0.106,1.007,-1.713,1.577,0.01,0.012,10222.0,6214.0,1.0
lam_rotated_[426],-0.088,0.981,-1.702,1.514,0.009,0.012,10892.0,5786.0,1.0
lam_rotated_[427],-0.089,0.988,-1.744,1.507,0.009,0.011,11860.0,6377.0,1.0
lam_rotated_[428],-0.106,0.995,-1.687,1.567,0.009,0.011,11198.0,6239.0,1.0
lam_rotated_[429],-0.119,0.995,-1.729,1.531,0.01,0.012,10320.0,5518.0,1.0
lam_rotated_[430],-0.108,1.001,-1.655,1.616,0.01,0.012,10498.0,6213.0,1.0
lam_rotated_[431],-0.103,0.985,-1.651,1.568,0.01,0.012,10670.0,5655.0,1.0
lam_rotated_[432],-0.122,1.017,-1.807,1.537,0.01,0.012,10940.0,6108.0,1.0
lam_rotated_[433],-0.092,1.006,-1.717,1.533,0.01,0.011,10300.0,5896.0,1.0
lam_rotated_[434],-0.098,0.986,-1.764,1.494,0.009,0.012,11149.0,6033.0,1.0
lam_rotated_[435],-0.113,1.005,-1.699,1.585,0.01,0.012,10387.0,5825.0,1.0
lam_rotated_[436],-0.087,0.988,-1.746,1.494,0.01,0.012,10659.0,6638.0,1.0
lam_rotated_[437],-0.094,1.004,-1.71,1.615,0.01,0.012,9898.0,5799.0,1.0
lam_rotated_[438],-0.056,1.001,-1.684,1.602,0.01,0.011,10202.0,5943.0,1.0
lam_rotated_[439],-0.017,0.991,-1.727,1.54,0.01,0.011,10005.0,6382.0,1.0
lam_rotated_[440],-0.117,1.0,-1.794,1.485,0.01,0.012,10795.0,6079.0,1.0
lam_rotated_[441],-0.107,0.982,-1.773,1.507,0.009,0.012,10895.0,5629.0,1.0
lam_rotated_[442],-0.092,1.014,-1.811,1.548,0.01,0.012,9977.0,6066.0,1.0
lam_rotated_[443],-0.102,0.997,-1.748,1.49,0.01,0.012,10389.0,5909.0,1.0
lam_rotated_[444],-0.108,0.986,-1.734,1.48,0.01,0.012,10268.0,5787.0,1.0
lam_rotated_[445],-0.125,0.996,-1.674,1.609,0.009,0.012,11042.0,5738.0,1.0
lam_rotated_[446],-0.094,1.001,-1.735,1.582,0.01,0.011,10859.0,5646.0,1.0
lam_rotated_[447],-0.087,0.99,-1.701,1.538,0.009,0.012,11022.0,5617.0,1.0
lam_rotated_[448],-0.08,1.014,-1.719,1.594,0.01,0.012,10792.0,5516.0,1.0
lam_rotated_[449],-0.053,0.995,-1.748,1.523,0.01,0.011,10471.0,6321.0,1.0
lam_rotated_[450],-0.02,0.964,-1.548,1.65,0.01,0.012,9940.0,5679.0,1.0
lam_rotated_[451],0.016,1.001,-1.649,1.615,0.01,0.012,10148.0,5755.0,1.0
lam_rotated_[452],0.083,0.974,-1.488,1.703,0.009,0.011,11962.0,6138.0,1.0
lam_rotated_[453],0.051,0.988,-1.574,1.689,0.01,0.012,10282.0,6052.0,1.0
lam_rotated_[454],0.006,0.985,-1.655,1.559,0.01,0.011,9756.0,6102.0,1.0
lam_rotated_[455],-0.086,0.987,-1.72,1.507,0.01,0.011,9751.0,5956.0,1.0
lam_rotated_[456],-0.111,0.992,-1.659,1.615,0.01,0.011,10561.0,6033.0,1.0
lam_rotated_[457],-0.084,0.995,-1.724,1.565,0.01,0.012,10262.0,5884.0,1.0
lam_rotated_[458],-0.083,1.015,-1.732,1.541,0.01,0.012,10539.0,5913.0,1.0
lam_rotated_[459],-0.102,0.993,-1.678,1.56,0.01,0.011,10786.0,6326.0,1.0
lam_rotated_[460],-0.093,1.008,-1.673,1.614,0.009,0.012,11279.0,5469.0,1.0
lam_rotated_[461],-0.099,1.02,-1.899,1.476,0.01,0.012,10262.0,5504.0,1.0
lam_rotated_[462],-0.104,1.019,-1.731,1.603,0.01,0.012,10589.0,5923.0,1.0
lam_rotated_[463],-0.104,1.02,-1.792,1.628,0.01,0.012,11498.0,5945.0,1.0
lam_rotated_[464],-0.109,1.004,-1.705,1.598,0.01,0.012,9592.0,5743.0,1.0
lam_rotated_[465],-0.106,0.992,-1.665,1.579,0.01,0.012,10911.0,6279.0,1.0
lam_rotated_[466],-0.108,1.022,-1.835,1.489,0.01,0.013,11048.0,5809.0,1.0
lam_rotated_[467],-0.107,1.009,-1.795,1.478,0.01,0.012,10661.0,6063.0,1.0
lam_rotated_[468],-0.108,0.987,-1.699,1.554,0.01,0.011,10022.0,5779.0,1.0
lam_rotated_[469],-0.112,1.003,-1.73,1.596,0.01,0.011,9852.0,5858.0,1.0
lam_rotated_[470],-0.103,1.004,-1.691,1.606,0.01,0.013,10277.0,5414.0,1.0
lam_rotated_[471],-0.096,0.996,-1.786,1.479,0.01,0.012,10133.0,5909.0,1.0
lam_rotated_[472],-0.107,0.995,-1.715,1.533,0.01,0.011,10330.0,6146.0,1.0
lam_rotated_[473],-0.11,1.002,-1.782,1.5,0.01,0.012,10232.0,5961.0,1.0
lam_rotated_[474],-0.097,1.009,-1.719,1.606,0.01,0.012,10990.0,6111.0,1.0
lam_rotated_[475],-0.103,1.01,-1.83,1.494,0.01,0.012,10596.0,5962.0,1.0
lam_rotated_[476],-0.086,0.997,-1.714,1.594,0.01,0.011,9345.0,5762.0,1.0
lam_rotated_[477],-0.072,1.0,-1.682,1.559,0.01,0.012,10240.0,6175.0,1.0
lam_rotated_[478],-0.066,0.98,-1.621,1.592,0.01,0.012,10162.0,5393.0,1.0
lam_rotated_[479],-0.015,1.005,-1.637,1.644,0.01,0.012,10588.0,5492.0,1.0
lam_rotated_[480],-0.116,0.999,-1.713,1.573,0.009,0.011,11409.0,6276.0,1.0
lam_rotated_[481],-0.121,0.984,-1.769,1.451,0.009,0.012,10972.0,6056.0,1.0
lam_rotated_[482],-0.101,1.013,-1.781,1.541,0.011,0.012,9101.0,6163.0,1.0
lam_rotated_[483],-0.106,0.997,-1.796,1.475,0.01,0.012,10998.0,5664.0,1.0
lam_rotated_[484],-0.092,1.007,-1.765,1.505,0.01,0.012,10445.0,5630.0,1.0
lam_rotated_[485],-0.115,0.985,-1.689,1.563,0.01,0.011,9871.0,6495.0,1.0
lam_rotated_[486],-0.093,1.004,-1.682,1.62,0.01,0.012,10392.0,5970.0,1.0
lam_rotated_[487],-0.09,0.993,-1.691,1.586,0.01,0.012,10932.0,6301.0,1.0
lam_rotated_[488],-0.067,0.987,-1.713,1.53,0.009,0.012,10844.0,5809.0,1.0
lam_rotated_[489],-0.037,1.01,-1.791,1.523,0.01,0.012,11116.0,6019.0,1.0
lam_rotated_[490],-0.037,0.987,-1.692,1.558,0.01,0.011,10455.0,6044.0,1.0
lam_rotated_[491],-0.035,1.003,-1.629,1.683,0.01,0.011,11091.0,5849.0,1.0
lam_rotated_[492],0.009,1.0,-1.648,1.635,0.01,0.011,10611.0,6144.0,1.0
lam_rotated_[493],0.015,0.983,-1.627,1.598,0.01,0.011,10377.0,6431.0,1.0
lam_rotated_[494],-0.016,1.005,-1.703,1.602,0.01,0.012,10351.0,5489.0,1.0
lam_rotated_[495],-0.106,0.995,-1.709,1.554,0.009,0.012,10999.0,6007.0,1.0
lam_rotated_[496],-0.099,0.989,-1.676,1.571,0.009,0.011,12021.0,5988.0,1.0
lam_rotated_[497],-0.11,1.012,-1.79,1.524,0.01,0.012,9691.0,5833.0,1.0
lam_rotated_[498],-0.082,1.002,-1.667,1.617,0.01,0.011,9610.0,6027.0,1.0
lam_rotated_[499],-0.088,1.0,-1.707,1.546,0.01,0.012,10757.0,6073.0,1.0
lam_rotated_[500],-0.098,1.005,-1.777,1.468,0.01,0.011,10488.0,6001.0,1.0
lam_rotated_[501],-0.098,1.009,-1.707,1.558,0.01,0.012,9682.0,5602.0,1.0
lam_rotated_[502],-0.093,0.978,-1.669,1.5,0.01,0.011,10140.0,6254.0,1.0
lam_rotated_[503],-0.086,0.994,-1.767,1.502,0.01,0.012,10260.0,5560.0,1.0
lam_rotated_[504],-0.095,1.024,-1.82,1.528,0.01,0.012,10623.0,6275.0,1.0
lam_rotated_[505],-0.107,1.006,-1.726,1.571,0.01,0.012,10555.0,5636.0,1.0
lam_rotated_[506],-0.086,0.99,-1.76,1.478,0.01,0.012,10205.0,5843.0,1.0
lam_rotated_[507],-0.113,0.996,-1.807,1.464,0.01,0.011,10588.0,6032.0,1.0
lam_rotated_[508],-0.091,0.999,-1.661,1.603,0.009,0.011,11074.0,5994.0,1.0
lam_rotated_[509],-0.109,0.977,-1.768,1.477,0.01,0.011,9957.0,6251.0,1.0
lam_rotated_[510],-0.097,0.973,-1.658,1.538,0.01,0.011,10278.0,5883.0,1.0
lam_rotated_[511],-0.1,1.024,-1.807,1.583,0.009,0.012,11887.0,5820.0,1.0
lam_rotated_[512],-0.104,0.995,-1.782,1.47,0.01,0.011,10712.0,6107.0,1.0
lam_rotated_[513],-0.097,1.015,-1.795,1.523,0.01,0.012,10925.0,6413.0,1.0
lam_rotated_[514],-0.102,0.996,-1.625,1.664,0.01,0.012,9458.0,5624.0,1.0
lam_rotated_[515],-0.08,0.995,-1.629,1.634,0.01,0.012,10700.0,5415.0,1.0
lam_rotated_[516],-0.098,1.0,-1.794,1.505,0.01,0.012,10165.0,5863.0,1.0
lam_rotated_[517],-0.072,1.009,-1.76,1.507,0.01,0.012,9452.0,6010.0,1.0
lam_rotated_[518],-0.05,0.997,-1.639,1.578,0.01,0.011,9374.0,6283.0,1.0
lam_rotated_[519],-0.019,1.025,-1.822,1.521,0.01,0.013,10511.0,5495.0,1.0
lam_rotated_[520],-0.132,1.003,-1.75,1.53,0.01,0.011,9184.0,6003.0,1.0
lam_rotated_[521],-0.099,0.998,-1.638,1.633,0.01,0.012,10435.0,5979.0,1.0
lam_rotated_[522],-0.109,1.017,-1.723,1.604,0.009,0.012,11799.0,6280.0,1.0
lam_rotated_[523],-0.104,1.007,-1.771,1.551,0.01,0.012,10336.0,5880.0,1.0
lam_rotated_[524],-0.094,1.0,-1.738,1.523,0.01,0.011,10400.0,5983.0,1.0
lam_rotated_[525],-0.083,1.001,-1.734,1.558,0.01,0.012,11130.0,5823.0,1.0
lam_rotated_[526],-0.098,1.001,-1.784,1.512,0.009,0.012,11448.0,5903.0,1.0
lam_rotated_[527],-0.077,1.018,-1.802,1.513,0.01,0.012,9762.0,5871.0,1.0
lam_rotated_[528],-0.047,0.984,-1.728,1.491,0.01,0.011,9697.0,6073.0,1.0
lam_rotated_[529],-0.055,0.997,-1.776,1.503,0.009,0.012,11495.0,6113.0,1.0
lam_rotated_[530],-0.087,1.008,-1.692,1.611,0.009,0.012,11346.0,5944.0,1.0
lam_rotated_[531],-0.087,0.992,-1.735,1.5,0.01,0.012,10126.0,5401.0,1.0
lam_rotated_[532],-0.079,1.001,-1.761,1.544,0.01,0.012,10923.0,5338.0,1.0
lam_rotated_[533],-0.08,0.989,-1.747,1.51,0.01,0.012,10380.0,6086.0,1.0
lam_rotated_[534],-0.089,0.999,-1.752,1.541,0.01,0.012,9763.0,5107.0,1.0
lam_rotated_[535],-0.093,0.998,-1.782,1.502,0.009,0.012,11224.0,6125.0,1.0
lam_rotated_[536],-0.101,0.992,-1.706,1.535,0.01,0.012,10469.0,5974.0,1.0
lam_rotated_[537],-0.106,0.979,-1.635,1.542,0.01,0.011,9098.0,6051.0,1.0
lam_rotated_[538],-0.096,1.013,-1.783,1.558,0.01,0.012,10414.0,5902.0,1.0
lam_rotated_[539],-0.094,0.995,-1.656,1.593,0.009,0.012,11520.0,5934.0,1.0
lam_rotated_[540],-0.109,1.002,-1.723,1.526,0.01,0.011,10351.0,6386.0,1.0
lam_rotated_[541],-0.096,1.004,-1.742,1.551,0.009,0.012,11500.0,5613.0,1.0
lam_rotated_[542],-0.106,0.999,-1.763,1.514,0.01,0.012,10334.0,5961.0,1.0
lam_rotated_[543],-0.092,0.979,-1.756,1.452,0.01,0.011,10554.0,6279.0,1.0
lam_rotated_[544],-0.089,0.99,-1.745,1.509,0.01,0.012,10834.0,5939.0,1.0
lam_rotated_[545],-0.096,0.994,-1.76,1.489,0.009,0.011,11326.0,6658.0,1.0
lam_rotated_[546],-0.087,0.975,-1.72,1.492,0.01,0.011,10414.0,6490.0,1.0
lam_rotated_[547],-0.104,1.008,-1.799,1.532,0.01,0.012,10640.0,5670.0,1.0
lam_rotated_[548],-0.09,1.002,-1.741,1.515,0.01,0.011,9674.0,6092.0,1.0
lam_rotated_[549],-0.106,0.978,-1.707,1.519,0.01,0.011,9839.0,5728.0,1.0
lam_rotated_[550],-0.094,0.995,-1.654,1.639,0.01,0.011,9976.0,6112.0,1.0
lam_rotated_[551],-0.107,1.011,-1.803,1.512,0.01,0.012,10544.0,5999.0,1.0
lam_rotated_[552],-0.076,1.001,-1.725,1.561,0.01,0.011,9751.0,6417.0,1.0
lam_rotated_[553],-0.1,0.988,-1.728,1.481,0.009,0.012,12052.0,6629.0,1.0
lam_rotated_[554],-0.088,0.998,-1.625,1.639,0.01,0.011,10176.0,6487.0,1.0
lam_rotated_[555],-0.105,1.01,-1.774,1.531,0.01,0.012,10760.0,5525.0,1.0
lam_rotated_[556],-0.094,0.989,-1.661,1.564,0.009,0.012,11321.0,5725.0,1.0
lam_rotated_[557],-0.081,0.993,-1.722,1.529,0.01,0.011,10839.0,6073.0,1.0
